Using ffmpeg: /swst/apps/ffmpeg/4.3.2_gcc-8.5.0/bin/ffmpeg
=== Generating plots and animations ===
  grid frame 179/301 (step 17800) done
  grid frame 180/301 (step 18100) done
  grid frame 181/301 (step 17900) done
  grid frame 182/301 (step 18200) done
  grid frame 183/301 (step 18000) done
  grid frame 184/301 (step 18300) done
  grid frame 185/301 (step 18500) done
  grid frame 186/301 (step 18400) done
  grid frame 187/301 (step 18600) done
  grid frame 188/301 (step 18700) done
  grid frame 189/301 (step 19000) done
  grid frame 190/301 (step 18800) done
  grid frame 191/301 (step 19200) done
  grid frame 192/301 (step 19300) done
  grid frame 193/301 (step 18900) done
  grid frame 194/301 (step 19400) done
  grid frame 195/301 (step 19100) done
  grid frame 196/301 (step 19500) done
  grid frame 197/301 (step 19700) done
  grid frame 198/301 (step 19800) done
  grid frame 199/301 (step 19600) done
  grid frame 200/301 (step 20200) done
  grid frame 201/301 (step 20000) done
  grid frame 202/301 (step 20100) done
  grid frame 203/301 (step 19900) done
  grid frame 204/301 (step 20300) done
  grid frame 205/301 (step 20400) done
  grid frame 206/301 (step 20700) done
  grid frame 207/301 (step 20500) done
  grid frame 208/301 (step 20800) done
  grid frame 209/301 (step 20900) done
  grid frame 210/301 (step 20600) done
  grid frame 211/301 (step 21000) done
  grid frame 212/301 (step 21100) done
  grid frame 213/301 (step 21200) done
  grid frame 214/301 (step 21300) done
  grid frame 215/301 (step 21400) done
  grid frame 216/301 (step 21900) done
  grid frame 217/301 (step 21700) done
  grid frame 218/301 (step 21500) done
  grid frame 219/301 (step 21600) done
  grid frame 220/301 (step 21800) done
  grid frame 221/301 (step 22100) done
  grid frame 222/301 (step 22000) done
  grid frame 223/301 (step 22200) done
  grid frame 224/301 (step 22500) done
  grid frame 225/301 (step 22400) done
  grid frame 226/301 (step 22300) done
  grid frame 227/301 (step 22600) done
  grid frame 228/301 (step 22800) done
  grid frame 229/301 (step 22700) done
  grid frame 230/301 (step 22900) done
  grid frame 231/301 (step 23300) done
  grid frame 232/301 (step 23100) done
  grid frame 233/301 (step 23400) done
  grid frame 234/301 (step 23000) done
  grid frame 235/301 (step 23200) done
  grid frame 236/301 (step 23600) done
  grid frame 237/301 (step 23500) done
  grid frame 238/301 (step 23700) done
  grid frame 239/301 (step 23800) done
  grid frame 240/301 (step 24100) done
  grid frame 241/301 (step 24300) done
  grid frame 242/301 (step 24000) done
  grid frame 243/301 (step 24400) done
  grid frame 244/301 (step 24200) done
  grid frame 245/301 (step 23900) done
  grid frame 246/301 (step 24500) done
  grid frame 247/301 (step 25000) done
  grid frame 248/301 (step 24700) done
  grid frame 249/301 (step 25200) done
  grid frame 250/301 (step 24900) done
  grid frame 251/301 (step 24600) done
  grid frame 252/301 (step 24800) done
  grid frame 253/301 (step 25100) done
  grid frame 254/301 (step 25300) done
  grid frame 255/301 (step 25400) done
  grid frame 256/301 (step 25500) done
  grid frame 257/301 (step 25600) done
  grid frame 258/301 (step 25800) done
  grid frame 259/301 (step 26000) done
  grid frame 260/301 (step 25700) done
  grid frame 261/301 (step 26300) done
  grid frame 262/301 (step 25900) done
  grid frame 263/301 (step 26100) done
  grid frame 264/301 (step 26200) done
  grid frame 265/301 (step 26700) done
  grid frame 266/301 (step 26600) done
  grid frame 267/301 (step 26500) done
  grid frame 268/301 (step 26400) done
  grid frame 269/301 (step 27000) done
  grid frame 270/301 (step 26800) done
  grid frame 271/301 (step 26900) done
  grid frame 272/301 (step 27100) done
  grid frame 273/301 (step 27300) done
  grid frame 274/301 (step 27500) done
  grid frame 275/301 (step 27400) done
  grid frame 276/301 (step 27200) done
  grid frame 277/301 (step 27600) done
  grid frame 278/301 (step 27800) done
  grid frame 279/301 (step 27700) done
  grid frame 280/301 (step 27900) done
  grid frame 281/301 (step 28100) done
  grid frame 282/301 (step 28200) done
  grid frame 283/301 (step 28000) done
  grid frame 284/301 (step 28300) done
  grid frame 285/301 (step 28400) done
  grid frame 286/301 (step 28500) done
  grid frame 287/301 (step 28600) done
  grid frame 288/301 (step 28700) done
  grid frame 289/301 (step 29000) done
  grid frame 290/301 (step 29100) done
  grid frame 291/301 (step 29300) done
  grid frame 292/301 (step 29200) done
  grid frame 293/301 (step 28800) done
  grid frame 294/301 (step 29400) done
  grid frame 295/301 (step 28900) done
  grid frame 296/301 (step 29500) done
  grid frame 297/301 (step 29600) done
  grid frame 298/301 (step 29700) done
  grid frame 299/301 (step 29800) done
  grid frame 300/301 (step 30000) done
  grid frame 301/301 (step 29900) done
vmin=0.00e+00 #/m^3, vmax=4.45e+20 #/m^3
Saved outputs/grid_density_heatmap.mp4 (codec=libx264)
Saved outputs/grid_density_heatmap_log.mp4 (codec=libx264)
Found 301 grid timesteps in dumps
Precomputing 301 frames with 8 worker(s)...
  grid frame 1/301 (step 0) done
  grid frame 2/301 (step 200) done
  grid frame 3/301 (step 400) done
  grid frame 4/301 (step 100) done
  grid frame 5/301 (step 600) done
  grid frame 6/301 (step 300) done
  grid frame 7/301 (step 700) done
  grid frame 8/301 (step 500) done
  grid frame 9/301 (step 800) done
  grid frame 10/301 (step 1200) done
  grid frame 11/301 (step 1100) done
  grid frame 12/301 (step 1500) done
  grid frame 13/301 (step 1000) done
  grid frame 14/301 (step 1400) done
  grid frame 15/301 (step 900) done
  grid frame 16/301 (step 1600) done
  grid frame 17/301 (step 1300) done
  grid frame 18/301 (step 1700) done
  grid frame 19/301 (step 1800) done
  grid frame 20/301 (step 2100) done
  grid frame 21/301 (step 2000) done
  grid frame 22/301 (step 2300) done
  grid frame 23/301 (step 2500) done
  grid frame 24/301 (step 2200) done
  grid frame 25/301 (step 2600) done
  grid frame 26/301 (step 1900) done
  grid frame 27/301 (step 2400) done
  grid frame 28/301 (step 2800) done
  grid frame 29/301 (step 3000) done
  grid frame 30/301 (step 2700) done
  grid frame 31/301 (step 2900) done
  grid frame 32/301 (step 3100) done
  grid frame 33/301 (step 3300) done
  grid frame 34/301 (step 3600) done
  grid frame 35/301 (step 3500) done
  grid frame 36/301 (step 3200) done
  grid frame 37/301 (step 3400) done
  grid frame 38/301 (step 3800) done
  grid frame 39/301 (step 3700) done
  grid frame 40/301 (step 3900) done
  grid frame 41/301 (step 4000) done
  grid frame 42/301 (step 4200) done
  grid frame 43/301 (step 4400) done
  grid frame 44/301 (step 4500) done
  grid frame 45/301 (step 4700) done
  grid frame 46/301 (step 4300) done
  grid frame 47/301 (step 4600) done
  grid frame 48/301 (step 4100) done
  grid frame 49/301 (step 4800) done
  grid frame 50/301 (step 4900) done
  grid frame 51/301 (step 5100) done
  grid frame 52/301 (step 5200) done
  grid frame 53/301 (step 5400) done
  grid frame 54/301 (step 5000) done
  grid frame 55/301 (step 5500) done
  grid frame 56/301 (step 5800) done
  grid frame 57/301 (step 5300) done
  grid frame 58/301 (step 5700) done
  grid frame 59/301 (step 5600) done
  grid frame 60/301 (step 5900) done
  grid frame 61/301 (step 6200) done
  grid frame 62/301 (step 6100) done
  grid frame 63/301 (step 6600) done
  grid frame 64/301 (step 6500) done
  grid frame 65/301 (step 6000) done
  grid frame 66/301 (step 6400) done
  grid frame 67/301 (step 6700) done
  grid frame 68/301 (step 6800) done
  grid frame 69/301 (step 6300) done
  grid frame 70/301 (step 7200) done
  grid frame 71/301 (step 7100) done
  grid frame 72/301 (step 7000) done
  grid frame 73/301 (step 6900) done
  grid frame 74/301 (step 7300) done
  grid frame 75/301 (step 7500) done
  grid frame 76/301 (step 7400) done
  grid frame 77/301 (step 7900) done
  grid frame 78/301 (step 7700) done
  grid frame 79/301 (step 8000) done
  grid frame 80/301 (step 7800) done
  grid frame 81/301 (step 7600) done
  grid frame 82/301 (step 8200) done
  grid frame 83/301 (step 8400) done
  grid frame 84/301 (step 8100) done
  grid frame 85/301 (step 8300) done
  grid frame 86/301 (step 8500) done
  grid frame 87/301 (step 8600) done
  grid frame 88/301 (step 8800) done
  grid frame 89/301 (step 9200) done
  grid frame 90/301 (step 9100) done
  grid frame 91/301 (step 8700) done
  grid frame 92/301 (step 9000) done
  grid frame 93/301 (step 9300) done
  grid frame 94/301 (step 8900) done
  grid frame 95/301 (step 9400) done
  grid frame 96/301 (step 9500) done
  grid frame 97/301 (step 9700) done
  grid frame 98/301 (step 9600) done
  grid frame 99/301 (step 9800) done
  grid frame 100/301 (step 10000) done
  grid frame 101/301 (step 9900) done
  grid frame 102/301 (step 10200) done
  grid frame 103/301 (step 10300) done
  grid frame 104/301 (step 10100) done
  grid frame 105/301 (step 10400) done
  grid frame 106/301 (step 10500) done
  grid frame 107/301 (step 10600) done
  grid frame 108/301 (step 10900) done
  grid frame 109/301 (step 11100) done
  grid frame 110/301 (step 10700) done
  grid frame 111/301 (step 11200) done
  grid frame 112/301 (step 11000) done
  grid frame 113/301 (step 11400) done
  grid frame 114/301 (step 10800) done
  grid frame 115/301 (step 11300) done
  grid frame 116/301 (step 11500) done
  grid frame 117/301 (step 11900) done
  grid frame 118/301 (step 11800) done
  grid frame 119/301 (step 12100) done
  grid frame 120/301 (step 11700) done
  grid frame 121/301 (step 12000) done
  grid frame 122/301 (step 11600) done
  grid frame 123/301 (step 12200) done
  grid frame 124/301 (step 12600) done
  grid frame 125/301 (step 12400) done
  grid frame 126/301 (step 12700) done
  grid frame 127/301 (step 12300) done
  grid frame 128/301 (step 12500) done
  grid frame 129/301 (step 12800) done
  grid frame 130/301 (step 12900) done
  grid frame 131/301 (step 13100) done
  grid frame 132/301 (step 13000) done
  grid frame 133/301 (step 13600) done
  grid frame 134/301 (step 13300) done
  grid frame 135/301 (step 13200) done
  grid frame 136/301 (step 13400) done
  grid frame 137/301 (step 13500) done
  grid frame 138/301 (step 13700) done
  grid frame 139/301 (step 13800) done
  grid frame 140/301 (step 14200) done
  grid frame 141/301 (step 14100) done
  grid frame 142/301 (step 13900) done
  grid frame 143/301 (step 14000) done
  grid frame 144/301 (step 14300) done
  grid frame 145/301 (step 14400) done
  grid frame 146/301 (step 14500) done
  grid frame 147/301 (step 14800) done
  grid frame 148/301 (step 15000) done
  grid frame 149/301 (step 14600) done
  grid frame 150/301 (step 14700) done
  grid frame 151/301 (step 14900) done
  grid frame 152/301 (step 15200) done
  grid frame 153/301 (step 15100) done
  grid frame 154/301 (step 15400) done
  grid frame 155/301 (step 15300) done
  grid frame 156/301 (step 15500) done
  grid frame 157/301 (step 15700) done
  grid frame 158/301 (step 15600) done
  grid frame 159/301 (step 15800) done
  grid frame 160/301 (step 16000) done
  grid frame 161/301 (step 15900) done
  grid frame 162/301 (step 16100) done
  grid frame 163/301 (step 16300) done
  grid frame 164/301 (step 16200) done
  grid frame 165/301 (step 16500) done
  grid frame 166/301 (step 16600) done
  grid frame 167/301 (step 16400) done
  grid frame 168/301 (step 17000) done
  grid frame 169/301 (step 16800) done
  grid frame 170/301 (step 16700) done
  grid frame 171/301 (step 17100) done
  grid frame 172/301 (step 16900) done
  grid frame 173/301 (step 17300) done
  grid frame 174/301 (step 17400) done
  grid frame 175/301 (step 17200) done
  grid frame 176/301 (step 17500) done
  grid frame 177/301 (step 17700) done
  grid frame 178/301 (step 17900) done
  grid frame 179/301 (step 17600) done
  grid frame 180/301 (step 18300) done
  grid frame 181/301 (step 17800) done
  grid frame 182/301 (step 18000) done
  grid frame 183/301 (step 18100) done
  grid frame 184/301 (step 18400) done
  grid frame 185/301 (step 18500) done
  grid frame 186/301 (step 18200) done
  grid frame 187/301 (step 18600) done
  grid frame 188/301 (step 18900) done
  grid frame 189/301 (step 18800) done
  grid frame 190/301 (step 19200) done
  grid frame 191/301 (step 19100) done
  grid frame 192/301 (step 19300) done
  grid frame 193/301 (step 18700) done
  grid frame 194/301 (step 19400) done
  grid frame 195/301 (step 19000) done
  grid frame 196/301 (step 19500) done
  grid frame 197/301 (step 19700) done
  grid frame 198/301 (step 19800) done
  grid frame 199/301 (step 19900) done
  grid frame 200/301 (step 19600) done
  grid frame 201/301 (step 20300) done
  grid frame 202/301 (step 20200) done
  grid frame 203/301 (step 20100) done
  grid frame 204/301 (step 20400) done
  grid frame 205/301 (step 20000) done
  grid frame 206/301 (step 20500) done
  grid frame 207/301 (step 20700) done
  grid frame 208/301 (step 21200) done
  grid frame 209/301 (step 20600) done
  grid frame 210/301 (step 20900) done
  grid frame 211/301 (step 20800) done
  grid frame 212/301 (step 21000) done
  grid frame 213/301 (step 21100) done
  grid frame 214/301 (step 21300) done
  grid frame 215/301 (step 21400) done
  grid frame 216/301 (step 21700) done
  grid frame 217/301 (step 21500) done
  grid frame 218/301 (step 21900) done
  grid frame 219/301 (step 21800) done
  grid frame 220/301 (step 21600) done
  grid frame 221/301 (step 22000) done
  grid frame 222/301 (step 22100) done
  grid frame 223/301 (step 22200) done
  grid frame 224/301 (step 22300) done
  grid frame 225/301 (step 22600) done
  grid frame 226/301 (step 22700) done
  grid frame 227/301 (step 22400) done
  grid frame 228/301 (step 22500) done
  grid frame 229/301 (step 22900) done
  grid frame 230/301 (step 22800) done
  grid frame 231/301 (step 23100) done
  grid frame 232/301 (step 23000) done
  grid frame 233/301 (step 23300) done
  grid frame 234/301 (step 23200) done
  grid frame 235/301 (step 23400) done
  grid frame 236/301 (step 23700) done
  grid frame 237/301 (step 23600) done
  grid frame 238/301 (step 23900) done
  grid frame 239/301 (step 23800) done
  grid frame 240/301 (step 24000) done
  grid frame 241/301 (step 23500) done
  grid frame 242/301 (step 24100) done
  grid frame 243/301 (step 24300) done
  grid frame 244/301 (step 24600) done
  grid frame 245/301 (step 24400) done
  grid frame 246/301 (step 24700) done
  grid frame 247/301 (step 24800) done
  grid frame 248/301 (step 24200) done
  grid frame 249/301 (step 24500) done
  grid frame 250/301 (step 24900) done
  grid frame 251/301 (step 25000) done
  grid frame 252/301 (step 25500) done
  grid frame 253/301 (step 25100) done
  grid frame 254/301 (step 25200) done
  grid frame 255/301 (step 25300) done
  grid frame 256/301 (step 25400) done
  grid frame 257/301 (step 25600) done
  grid frame 258/301 (step 25700) done
  grid frame 259/301 (step 26000) done
  grid frame 260/301 (step 25900) done
  grid frame 261/301 (step 25800) done
  grid frame 262/301 (step 26100) done
  grid frame 263/301 (step 26200) done
  grid frame 264/301 (step 26300) done
  grid frame 265/301 (step 26400) done
  grid frame 266/301 (step 26700) done
  grid frame 267/301 (step 27000) done
  grid frame 268/301 (step 26600) done
  grid frame 269/301 (step 26500) done
  grid frame 270/301 (step 26800) done
  grid frame 271/301 (step 27200) done
  grid frame 272/301 (step 27300) done
  grid frame 273/301 (step 26900) done
  grid frame 274/301 (step 27100) done
  grid frame 275/301 (step 27500) done
  grid frame 276/301 (step 27900) done
  grid frame 277/301 (step 27600) done
  grid frame 278/301 (step 28000) done
  grid frame 279/301 (step 27800) done
  grid frame 280/301 (step 27400) done
  grid frame 281/301 (step 27700) done
  grid frame 282/301 (step 28200) done
  grid frame 283/301 (step 28400) done
  grid frame 284/301 (step 28100) done
  grid frame 285/301 (step 28300) done
  grid frame 286/301 (step 28700) done
  grid frame 287/301 (step 28800) done
  grid frame 288/301 (step 28500) done
  grid frame 289/301 (step 29000) done
  grid frame 290/301 (step 28900) done
  grid frame 291/301 (step 29100) done
  grid frame 292/301 (step 29200) done
  grid frame 293/301 (step 28600) done
  grid frame 294/301 (step 29400) done
  grid frame 295/301 (step 29500) done
  grid frame 296/301 (step 29300) done
  grid frame 297/301 (step 29600) done
  grid frame 298/301 (step 29800) done
  grid frame 299/301 (step 29900) done
  grid frame 300/301 (step 30000) done
  grid frame 301/301 (step 29700) done
vmin=0.00, vmax=73101.98
Saved outputs/grid_temp_heatmap.mp4 (codec=libx264)
Saved outputs/grid_temp_heatmap_log.mp4 (codec=libx264)
Saved outputs/streamlines_anim.mp4 (codec=libx264)
saved outputs/streamlines_anim.mp4
Loading 301 surf frames with 8 worker(s)...
  surf frame 1/301 (step 0) done
  surf frame 2/301 (step 400) done
  surf frame 3/301 (step 300) done
  surf frame 4/301 (step 200) done
  surf frame 5/301 (step 100) done
  surf frame 6/301 (step 700) done
  surf frame 7/301 (step 500) done
  surf frame 8/301 (step 1100) done
  surf frame 9/301 (step 600) done
  surf frame 10/301 (step 900) done
  surf frame 11/301 (step 800) done
  surf frame 12/301 (step 1000) done
  surf frame 13/301 (step 1300) done
  surf frame 14/301 (step 1400) done
  surf frame 15/301 (step 1500) done
  surf frame 16/301 (step 1600) done
  surf frame 17/301 (step 1800) done
  surf frame 18/301 (step 1900) done
  surf frame 19/301 (step 1700) done
  surf frame 20/301 (step 2500) done
  surf frame 21/301 (step 2000) done
  surf frame 22/301 (step 2100) done
  surf frame 23/301 (step 2200) done
  surf frame 24/301 (step 1200) done
  surf frame 25/301 (step 2600) done
  surf frame 26/301 (step 2400) done
  surf frame 27/301 (step 2700) done
  surf frame 28/301 (step 3000) done
  surf frame 29/301 (step 3100) done
  surf frame 30/301 (step 2900) done
  surf frame 31/301 (step 2300) done
  surf frame 32/301 (step 2800) done
  surf frame 33/301 (step 3300) done
  surf frame 34/301 (step 3400) done
  surf frame 35/301 (step 3200) done
  surf frame 36/301 (step 3700) done
  surf frame 37/301 (step 4000) done
  surf frame 38/301 (step 4100) done
  surf frame 39/301 (step 3600) done
  surf frame 40/301 (step 3500) done
  surf frame 41/301 (step 4300) done
  surf frame 42/301 (step 3900) done
  surf frame 43/301 (step 3800) done
  surf frame 44/301 (step 4800) done
  surf frame 45/301 (step 4200) done
  surf frame 46/301 (step 4600) done
  surf frame 47/301 (step 4700) done
  surf frame 48/301 (step 4900) done
  surf frame 49/301 (step 4500) done
  surf frame 50/301 (step 5000) done
  surf frame 51/301 (step 4400) done
  surf frame 52/301 (step 5200) done
  surf frame 53/301 (step 5300) done
  surf frame 54/301 (step 5400) done
  surf frame 55/301 (step 5600) done
  surf frame 56/301 (step 5900) done
  surf frame 57/301 (step 5100) done
  surf frame 58/301 (step 5500) done
  surf frame 59/301 (step 6000) done
  surf frame 60/301 (step 6200) done
  surf frame 61/301 (step 5800) done
  surf frame 62/301 (step 6300) done
  surf frame 63/301 (step 6100) done
  surf frame 64/301 (step 5700) done
  surf frame 65/301 (step 6400) done
  surf frame 66/301 (step 6800) done
  surf frame 67/301 (step 7000) done
  surf frame 68/301 (step 6500) done
  surf frame 69/301 (step 6700) done
  surf frame 70/301 (step 6600) done
  surf frame 71/301 (step 7400) done
  surf frame 72/301 (step 7500) done
  surf frame 73/301 (step 6900) done
  surf frame 74/301 (step 7100) done
  surf frame 75/301 (step 7300) done
  surf frame 76/301 (step 7200) done
  surf frame 77/301 (step 7700) done
  surf frame 78/301 (step 8000) done
  surf frame 79/301 (step 7900) done
  surf frame 80/301 (step 8300) done
  surf frame 81/301 (step 7600) done
  surf frame 82/301 (step 8100) done
  surf frame 83/301 (step 7800) done
  surf frame 84/301 (step 8200) done
  surf frame 85/301 (step 8500) done
  surf frame 86/301 (step 8700) done
  surf frame 87/301 (step 8400) done
  surf frame 88/301 (step 8600) done
  surf frame 89/301 (step 9000) done
  surf frame 90/301 (step 9100) done
  surf frame 91/301 (step 9200) done
  surf frame 92/301 (step 9400) done
  surf frame 93/301 (step 8900) done
  surf frame 94/301 (step 8800) done
  surf frame 95/301 (step 9500) done
  surf frame 96/301 (step 9600) done
  surf frame 97/301 (step 9900) done
  surf frame 98/301 (step 9800) done
  surf frame 99/301 (step 9700) done
  surf frame 100/301 (step 10100) done
  surf frame 101/301 (step 10000) done
  surf frame 102/301 (step 10500) done
  surf frame 103/301 (step 10200) done
  surf frame 104/301 (step 9300) done
  surf frame 105/301 (step 10400) done
  surf frame 106/301 (step 10300) done
  surf frame 107/301 (step 10800) done
  surf frame 108/301 (step 10600) done
  surf frame 109/301 (step 10700) done
  surf frame 110/301 (step 11100) done
  surf frame 111/301 (step 11300) done
  surf frame 112/301 (step 11400) done
  surf frame 113/301 (step 11000) done
  surf frame 114/301 (step 10900) done
  surf frame 115/301 (step 11200) done
  surf frame 116/301 (step 11600) done
  surf frame 117/301 (step 12100) done
  surf frame 118/301 (step 11800) done
  surf frame 119/301 (step 11500) done
  surf frame 120/301 (step 12000) done
  surf frame 121/301 (step 12200) done
  surf frame 122/301 (step 11700) done
  surf frame 123/301 (step 12300) done
  surf frame 124/301 (step 11900) done
  surf frame 125/301 (step 12700) done
  surf frame 126/301 (step 12900) done
  surf frame 127/301 (step 12600) done
  surf frame 128/301 (step 12800) done
  surf frame 129/301 (step 12400) done
  surf frame 130/301 (step 12500) done
  surf frame 131/301 (step 13100) done
  surf frame 132/301 (step 13400) done
  surf frame 133/301 (step 13500) done
  surf frame 134/301 (step 13000) done
  surf frame 135/301 (step 13600) done
  surf frame 136/301 (step 13200) done
  surf frame 137/301 (step 13800) done
  surf frame 138/301 (step 13900) done
  surf frame 139/301 (step 14100) done
  surf frame 140/301 (step 14200) done
  surf frame 141/301 (step 13300) done
  surf frame 142/301 (step 14400) done
  surf frame 143/301 (step 13700) done
  surf frame 144/301 (step 14600) done
  surf frame 145/301 (step 14000) done
  surf frame 146/301 (step 14800) done
  surf frame 147/301 (step 14700) done
  surf frame 148/301 (step 15100) done
  surf frame 149/301 (step 14500) done
  surf frame 150/301 (step 14300) done
